State,Lat,Long,Sector,Source,Year,Value
Wyoming,43.07597,-107.290283,Residential,Coal,1980,0.038
Wyoming,43.07597,-107.290283,Residential,Coal,1981,0.035
Wyoming,43.07597,-107.290283,Residential,Coal,1982,0.042
Wyoming,43.07597,-107.290283,Residential,Coal,1983,0.039
Wyoming,43.07597,-107.290283,Residential,Coal,1984,0.053
Wyoming,43.07597,-107.290283,Residential,Coal,1985,0.039
Wyoming,43.07597,-107.290283,Residential,Coal,1986,0.038
Wyoming,43.07597,-107.290283,Residential,Coal,1987,0.039
Wyoming,43.07597,-107.290283,Residential,Coal,1988,0.052
Wyoming,43.07597,-107.290283,Residential,Coal,1989,0.048
Wyoming,43.07597,-107.290283,Residential,Coal,1990,0.05
Wyoming,43.07597,-107.290283,Residential,Coal,1991,0.056
Wyoming,43.07597,-107.290283,Residential,Coal,1992,0.033
Wyoming,43.07597,-107.290283,Residential,Coal,1993,0.06
Wyoming,43.07597,-107.290283,Residential,Coal,1994,0.064
Wyoming,43.07597,-107.290283,Residential,Coal,1995,0.033
Wyoming,43.07597,-107.290283,Residential,Coal,1996,0.08
Wyoming,43.07597,-107.290283,Residential,Coal,1997,0.026
Wyoming,43.07597,-107.290283,Residential,Coal,1998,0.034
Wyoming,43.07597,-107.290283,Residential,Coal,1999,0.024
Wyoming,43.07597,-107.290283,Residential,Coal,2000,0.029
Wyoming,43.07597,-107.290283,Residential,Coal,2001,0.026
Wyoming,43.07597,-107.290283,Residential,Coal,2002,0.019
Wyoming,43.07597,-107.290283,Residential,Coal,2003,0.022
Wyoming,43.07597,-107.290283,Residential,Coal,2004,0.017
Wyoming,43.07597,-107.290283,Residential,Coal,2005,0.009
Wyoming,43.07597,-107.290283,Residential,Coal,2006,0.008
Wyoming,43.07597,-107.290283,Residential,Coal,2007,0.01
Wyoming,43.07597,-107.290283,Residential,Coal,2008,0
Wyoming,43.07597,-107.290283,Residential,Coal,2009,0
Wyoming,43.07597,-107.290283,Residential,Coal,2010,0
Wyoming,43.07597,-107.290283,Residential,Coal,2011,0
Wyoming,43.07597,-107.290283,Residential,Coal,2012,0
Wyoming,43.07597,-107.290283,Residential,Coal,2013,0
Wyoming,43.07597,-107.290283,Residential,Coal,2014,0
Wyoming,43.07597,-107.290283,Residential,Coal,2015,0
Wyoming,43.07597,-107.290283,Residential,Coal,2016,0
Wyoming,43.07597,-107.290283,Residential,Coal,2017,0
Wyoming,43.07597,-107.290283,Residential,Coal,2018,0
Wyoming,43.07597,-107.290283,Residential,Petroleum Products,1980,0.137
Wyoming,43.07597,-107.290283,Residential,Petroleum Products,1981,0.156
Wyoming,43.07597,-107.290283,Residential,Petroleum Products,1982,0.174
Wyoming,43.07597,-107.290283,Residential,Petroleum Products,1983,0.334
Wyoming,43.07597,-107.290283,Residential,Petroleum Products,1984,0.216
Wyoming,43.07597,-107.290283,Residential,Petroleum Products,1985,0.12
Wyoming,43.07597,-107.290283,Residential,Petroleum Products,1986,0.165
Wyoming,43.07597,-107.290283,Residential,Petroleum Products,1987,0.274
Wyoming,43.07597,-107.290283,Residential,Petroleum Products,1988,0.187
Wyoming,43.07597,-107.290283,Residential,Petroleum Products,1989,0.13
Wyoming,43.07597,-107.290283,Residential,Petroleum Products,1990,0.107
Wyoming,43.07597,-107.290283,Residential,Petroleum Products,1991,0.148
Wyoming,43.07597,-107.290283,Residential,Petroleum Products,1992,0.121
Wyoming,43.07597,-107.290283,Residential,Petroleum Products,1993,0.108
Wyoming,43.07597,-107.290283,Residential,Petroleum Products,1994,0.108
Wyoming,43.07597,-107.290283,Residential,Petroleum Products,1995,0.137
Wyoming,43.07597,-107.290283,Residential,Petroleum Products,1996,0.102
Wyoming,43.07597,-107.290283,Residential,Petroleum Products,1997,0.043
Wyoming,43.07597,-107.290283,Residential,Petroleum Products,1998,0.024
Wyoming,43.07597,-107.290283,Residential,Petroleum Products,1999,0.059
Wyoming,43.07597,-107.290283,Residential,Petroleum Products,2000,0.111
Wyoming,43.07597,-107.290283,Residential,Petroleum Products,2001,0.151
Wyoming,43.07597,-107.290283,Residential,Petroleum Products,2002,0.15
Wyoming,43.07597,-107.290283,Residential,Petroleum Products,2003,0.139
Wyoming,43.07597,-107.290283,Residential,Petroleum Products,2004,0.146
Wyoming,43.07597,-107.290283,Residential,Petroleum Products,2005,0.158
Wyoming,43.07597,-107.290283,Residential,Petroleum Products,2006,0.147
Wyoming,43.07597,-107.290283,Residential,Petroleum Products,2007,0.238
Wyoming,43.07597,-107.290283,Residential,Petroleum Products,2008,0.23
Wyoming,43.07597,-107.290283,Residential,Petroleum Products,2009,0.256
Wyoming,43.07597,-107.290283,Residential,Petroleum Products,2010,0.218
Wyoming,43.07597,-107.290283,Residential,Petroleum Products,2011,0.231
Wyoming,43.07597,-107.290283,Residential,Petroleum Products,2012,0.174
Wyoming,43.07597,-107.290283,Residential,Petroleum Products,2013,0.191
Wyoming,43.07597,-107.290283,Residential,Petroleum Products,2014,0.198
Wyoming,43.07597,-107.290283,Residential,Petroleum Products,2015,0.146
Wyoming,43.07597,-107.290283,Residential,Petroleum Products,2016,0.169
Wyoming,43.07597,-107.290283,Residential,Petroleum Products,2017,0.225
Wyoming,43.07597,-107.290283,Residential,Petroleum Products,2018,0.211
Wyoming,43.07597,-107.290283,Residential,Natural Gas,1980,0.549
Wyoming,43.07597,-107.290283,Residential,Natural Gas,1981,0.5
Wyoming,43.07597,-107.290283,Residential,Natural Gas,1982,0.806
Wyoming,43.07597,-107.290283,Residential,Natural Gas,1983,0.783
Wyoming,43.07597,-107.290283,Residential,Natural Gas,1984,0.771
Wyoming,43.07597,-107.290283,Residential,Natural Gas,1985,0.801
Wyoming,43.07597,-107.290283,Residential,Natural Gas,1986,0.71
Wyoming,43.07597,-107.290283,Residential,Natural Gas,1987,0.595
Wyoming,43.07597,-107.290283,Residential,Natural Gas,1988,0.651
Wyoming,43.07597,-107.290283,Residential,Natural Gas,1989,0.659
Wyoming,43.07597,-107.290283,Residential,Natural Gas,1990,0.67
Wyoming,43.07597,-107.290283,Residential,Natural Gas,1991,0.674
Wyoming,43.07597,-107.290283,Residential,Natural Gas,1992,0.612
Wyoming,43.07597,-107.290283,Residential,Natural Gas,1993,0.709
Wyoming,43.07597,-107.290283,Residential,Natural Gas,1994,0.648
Wyoming,43.07597,-107.290283,Residential,Natural Gas,1995,0.685
Wyoming,43.07597,-107.290283,Residential,Natural Gas,1996,0.762
Wyoming,43.07597,-107.290283,Residential,Natural Gas,1997,0.737
Wyoming,43.07597,-107.290283,Residential,Natural Gas,1998,0.719
Wyoming,43.07597,-107.290283,Residential,Natural Gas,1999,0.675
Wyoming,43.07597,-107.290283,Residential,Natural Gas,2000,0.676
Wyoming,43.07597,-107.290283,Residential,Natural Gas,2001,0.615
Wyoming,43.07597,-107.290283,Residential,Natural Gas,2002,0.738
Wyoming,43.07597,-107.290283,Residential,Natural Gas,2003,0.674
Wyoming,43.07597,-107.290283,Residential,Natural Gas,2004,0.671
Wyoming,43.07597,-107.290283,Residential,Natural Gas,2005,0.645
Wyoming,43.07597,-107.290283,Residential,Natural Gas,2006,0.645
Wyoming,43.07597,-107.290283,Residential,Natural Gas,2007,0.681
Wyoming,43.07597,-107.290283,Residential,Natural Gas,2008,0.727
Wyoming,43.07597,-107.290283,Residential,Natural Gas,2009,0.693
Wyoming,43.07597,-107.290283,Residential,Natural Gas,2010,0.707
Wyoming,43.07597,-107.290283,Residential,Natural Gas,2011,0.729
Wyoming,43.07597,-107.290283,Residential,Natural Gas,2012,0.631
Wyoming,43.07597,-107.290283,Residential,Natural Gas,2013,0.754
Wyoming,43.07597,-107.290283,Residential,Natural Gas,2014,0.732
Wyoming,43.07597,-107.290283,Residential,Natural Gas,2015,0.651
Wyoming,43.07597,-107.290283,Residential,Natural Gas,2016,0.684
Wyoming,43.07597,-107.290283,Residential,Natural Gas,2017,0.706
Wyoming,43.07597,-107.290283,Residential,Natural Gas,2018,0.741
Wyoming,43.07597,-107.290283,Commercial,Coal,1980,0.138
Wyoming,43.07597,-107.290283,Commercial,Coal,1981,0.155
Wyoming,43.07597,-107.290283,Commercial,Coal,1982,0.2
Wyoming,43.07597,-107.290283,Commercial,Coal,1983,0.201
Wyoming,43.07597,-107.290283,Commercial,Coal,1984,0.221
Wyoming,43.07597,-107.290283,Commercial,Coal,1985,0.134
Wyoming,43.07597,-107.290283,Commercial,Coal,1986,0.125
Wyoming,43.07597,-107.290283,Commercial,Coal,1987,0.128
Wyoming,43.07597,-107.290283,Commercial,Coal,1988,0.18
Wyoming,43.07597,-107.290283,Commercial,Coal,1989,0.176
Wyoming,43.07597,-107.290283,Commercial,Coal,1990,0.194
Wyoming,43.07597,-107.290283,Commercial,Coal,1991,0.246
Wyoming,43.07597,-107.290283,Commercial,Coal,1992,0.144
Wyoming,43.07597,-107.290283,Commercial,Coal,1993,0.266
Wyoming,43.07597,-107.290283,Commercial,Coal,1994,0.356
Wyoming,43.07597,-107.290283,Commercial,Coal,1995,0.217
Wyoming,43.07597,-107.290283,Commercial,Coal,1996,0.573
Wyoming,43.07597,-107.290283,Commercial,Coal,1997,0.212
Wyoming,43.07597,-107.290283,Commercial,Coal,1998,0.27
Wyoming,43.07597,-107.290283,Commercial,Coal,1999,0.173
Wyoming,43.07597,-107.290283,Commercial,Coal,2000,0.232
Wyoming,43.07597,-107.290283,Commercial,Coal,2001,0.206
Wyoming,43.07597,-107.290283,Commercial,Coal,2002,0.139
Wyoming,43.07597,-107.290283,Commercial,Coal,2003,0.146
Wyoming,43.07597,-107.290283,Commercial,Coal,2004,0.154
Wyoming,43.07597,-107.290283,Commercial,Coal,2005,0.107
Wyoming,43.07597,-107.290283,Commercial,Coal,2006,0.078
Wyoming,43.07597,-107.290283,Commercial,Coal,2007,0.089
Wyoming,43.07597,-107.290283,Commercial,Coal,2008,0.052
Wyoming,43.07597,-107.290283,Commercial,Coal,2009,0.05
Wyoming,43.07597,-107.290283,Commercial,Coal,2010,0.048
Wyoming,43.07597,-107.290283,Commercial,Coal,2011,0.051
Wyoming,43.07597,-107.290283,Commercial,Coal,2012,0.043
Wyoming,43.07597,-107.290283,Commercial,Coal,2013,0.046
Wyoming,43.07597,-107.290283,Commercial,Coal,2014,0.039
Wyoming,43.07597,-107.290283,Commercial,Coal,2015,0.016
Wyoming,43.07597,-107.290283,Commercial,Coal,2016,0.014
Wyoming,43.07597,-107.290283,Commercial,Coal,2017,0.027
Wyoming,43.07597,-107.290283,Commercial,Coal,2018,0.018
Wyoming,43.07597,-107.290283,Commercial,Petroleum Products,1980,0.298
Wyoming,43.07597,-107.290283,Commercial,Petroleum Products,1981,0.159
Wyoming,43.07597,-107.290283,Commercial,Petroleum Products,1982,0.355
Wyoming,43.07597,-107.290283,Commercial,Petroleum Products,1983,0.226
Wyoming,43.07597,-107.290283,Commercial,Petroleum Products,1984,0.157
Wyoming,43.07597,-107.290283,Commercial,Petroleum Products,1985,0.272
Wyoming,43.07597,-107.290283,Commercial,Petroleum Products,1986,0.32
Wyoming,43.07597,-107.290283,Commercial,Petroleum Products,1987,0.26
Wyoming,43.07597,-107.290283,Commercial,Petroleum Products,1988,0.265
Wyoming,43.07597,-107.290283,Commercial,Petroleum Products,1989,0.175
Wyoming,43.07597,-107.290283,Commercial,Petroleum Products,1990,0.163
Wyoming,43.07597,-107.290283,Commercial,Petroleum Products,1991,0.167
Wyoming,43.07597,-107.290283,Commercial,Petroleum Products,1992,0.15
Wyoming,43.07597,-107.290283,Commercial,Petroleum Products,1993,0.121
Wyoming,43.07597,-107.290283,Commercial,Petroleum Products,1994,0.122
Wyoming,43.07597,-107.290283,Commercial,Petroleum Products,1995,0.167
Wyoming,43.07597,-107.290283,Commercial,Petroleum Products,1996,0.165
Wyoming,43.07597,-107.290283,Commercial,Petroleum Products,1997,0.107
Wyoming,43.07597,-107.290283,Commercial,Petroleum Products,1998,0.072
Wyoming,43.07597,-107.290283,Commercial,Petroleum Products,1999,0.178
Wyoming,43.07597,-107.290283,Commercial,Petroleum Products,2000,0.217
Wyoming,43.07597,-107.290283,Commercial,Petroleum Products,2001,0.255
Wyoming,43.07597,-107.290283,Commercial,Petroleum Products,2002,0.224
Wyoming,43.07597,-107.290283,Commercial,Petroleum Products,2003,0.19
Wyoming,43.07597,-107.290283,Commercial,Petroleum Products,2004,0.198
Wyoming,43.07597,-107.290283,Commercial,Petroleum Products,2005,0.233
Wyoming,43.07597,-107.290283,Commercial,Petroleum Products,2006,0.22
Wyoming,43.07597,-107.290283,Commercial,Petroleum Products,2007,0.243
Wyoming,43.07597,-107.290283,Commercial,Petroleum Products,2008,0.259
Wyoming,43.07597,-107.290283,Commercial,Petroleum Products,2009,0.265
Wyoming,43.07597,-107.290283,Commercial,Petroleum Products,2010,0.291
Wyoming,43.07597,-107.290283,Commercial,Petroleum Products,2011,0.459
Wyoming,43.07597,-107.290283,Commercial,Petroleum Products,2012,0.409
Wyoming,43.07597,-107.290283,Commercial,Petroleum Products,2013,0.373
Wyoming,43.07597,-107.290283,Commercial,Petroleum Products,2014,0.382
Wyoming,43.07597,-107.290283,Commercial,Petroleum Products,2015,0.363
Wyoming,43.07597,-107.290283,Commercial,Petroleum Products,2016,0.329
Wyoming,43.07597,-107.290283,Commercial,Petroleum Products,2017,0.213
Wyoming,43.07597,-107.290283,Commercial,Petroleum Products,2018,0.166
Wyoming,43.07597,-107.290283,Commercial,Natural Gas,1980,0.28
Wyoming,43.07597,-107.290283,Commercial,Natural Gas,1981,0.254
Wyoming,43.07597,-107.290283,Commercial,Natural Gas,1982,0.537
Wyoming,43.07597,-107.290283,Commercial,Natural Gas,1983,0.516
Wyoming,43.07597,-107.290283,Commercial,Natural Gas,1984,0.527
Wyoming,43.07597,-107.290283,Commercial,Natural Gas,1985,0.51
Wyoming,43.07597,-107.290283,Commercial,Natural Gas,1986,0.448
Wyoming,43.07597,-107.290283,Commercial,Natural Gas,1987,0.474
Wyoming,43.07597,-107.290283,Commercial,Natural Gas,1988,0.486
Wyoming,43.07597,-107.290283,Commercial,Natural Gas,1989,0.479
Wyoming,43.07597,-107.290283,Commercial,Natural Gas,1990,0.492
Wyoming,43.07597,-107.290283,Commercial,Natural Gas,1991,0.512
Wyoming,43.07597,-107.290283,Commercial,Natural Gas,1992,0.45
Wyoming,43.07597,-107.290283,Commercial,Natural Gas,1993,0.575
Wyoming,43.07597,-107.290283,Commercial,Natural Gas,1994,0.517
Wyoming,43.07597,-107.290283,Commercial,Natural Gas,1995,0.555
Wyoming,43.07597,-107.290283,Commercial,Natural Gas,1996,0.547
Wyoming,43.07597,-107.290283,Commercial,Natural Gas,1997,0.61
Wyoming,43.07597,-107.290283,Commercial,Natural Gas,1998,0.59
Wyoming,43.07597,-107.290283,Commercial,Natural Gas,1999,0.549
Wyoming,43.07597,-107.290283,Commercial,Natural Gas,2000,0.541
Wyoming,43.07597,-107.290283,Commercial,Natural Gas,2001,0.534
Wyoming,43.07597,-107.290283,Commercial,Natural Gas,2002,0.577
Wyoming,43.07597,-107.290283,Commercial,Natural Gas,2003,0.554
Wyoming,43.07597,-107.290283,Commercial,Natural Gas,2004,0.55
Wyoming,43.07597,-107.290283,Commercial,Natural Gas,2005,0.508
Wyoming,43.07597,-107.290283,Commercial,Natural Gas,2006,0.525
Wyoming,43.07597,-107.290283,Commercial,Natural Gas,2007,0.519
Wyoming,43.07597,-107.290283,Commercial,Natural Gas,2008,0.557
Wyoming,43.07597,-107.290283,Commercial,Natural Gas,2009,0.568
Wyoming,43.07597,-107.290283,Commercial,Natural Gas,2010,0.61
Wyoming,43.07597,-107.290283,Commercial,Natural Gas,2011,0.641
Wyoming,43.07597,-107.290283,Commercial,Natural Gas,2012,0.575
Wyoming,43.07597,-107.290283,Commercial,Natural Gas,2013,0.664
Wyoming,43.07597,-107.290283,Commercial,Natural Gas,2014,0.673
Wyoming,43.07597,-107.290283,Commercial,Natural Gas,2015,0.728
Wyoming,43.07597,-107.290283,Commercial,Natural Gas,2016,0.765
Wyoming,43.07597,-107.290283,Commercial,Natural Gas,2017,0.786
Wyoming,43.07597,-107.290283,Commercial,Natural Gas,2018,0.777
Wyoming,43.07597,-107.290283,Industrial,Coal,1980,2.691
Wyoming,43.07597,-107.290283,Industrial,Coal,1981,2.823
Wyoming,43.07597,-107.290283,Industrial,Coal,1982,2.533
Wyoming,43.07597,-107.290283,Industrial,Coal,1983,2.794
Wyoming,43.07597,-107.290283,Industrial,Coal,1984,2.929
Wyoming,43.07597,-107.290283,Industrial,Coal,1985,3.082
Wyoming,43.07597,-107.290283,Industrial,Coal,1986,2.901
Wyoming,43.07597,-107.290283,Industrial,Coal,1987,3.086
Wyoming,43.07597,-107.290283,Industrial,Coal,1988,2.864
Wyoming,43.07597,-107.290283,Industrial,Coal,1989,3.172
Wyoming,43.07597,-107.290283,Industrial,Coal,1990,3.899
Wyoming,43.07597,-107.290283,Industrial,Coal,1991,3.967
Wyoming,43.07597,-107.290283,Industrial,Coal,1992,4.257
Wyoming,43.07597,-107.290283,Industrial,Coal,1993,3.766
Wyoming,43.07597,-107.290283,Industrial,Coal,1994,3.837
Wyoming,43.07597,-107.290283,Industrial,Coal,1995,4.02
Wyoming,43.07597,-107.290283,Industrial,Coal,1996,3.793
Wyoming,43.07597,-107.290283,Industrial,Coal,1997,3.992
Wyoming,43.07597,-107.290283,Industrial,Coal,1998,4.022
Wyoming,43.07597,-107.290283,Industrial,Coal,1999,4.011
Wyoming,43.07597,-107.290283,Industrial,Coal,2000,3.631
Wyoming,43.07597,-107.290283,Industrial,Coal,2001,3.122
Wyoming,43.07597,-107.290283,Industrial,Coal,2002,2.9
Wyoming,43.07597,-107.290283,Industrial,Coal,2003,3.002
Wyoming,43.07597,-107.290283,Industrial,Coal,2004,3.035
Wyoming,43.07597,-107.290283,Industrial,Coal,2005,2.985
Wyoming,43.07597,-107.290283,Industrial,Coal,2006,3.165
Wyoming,43.07597,-107.290283,Industrial,Coal,2007,3.265
Wyoming,43.07597,-107.290283,Industrial,Coal,2008,3.276
Wyoming,43.07597,-107.290283,Industrial,Coal,2009,2.884
Wyoming,43.07597,-107.290283,Industrial,Coal,2010,2.94
Wyoming,43.07597,-107.290283,Industrial,Coal,2011,3.082
Wyoming,43.07597,-107.290283,Industrial,Coal,2012,2.941
Wyoming,43.07597,-107.290283,Industrial,Coal,2013,2.973
Wyoming,43.07597,-107.290283,Industrial,Coal,2014,3.023
Wyoming,43.07597,-107.290283,Industrial,Coal,2015,2.778
Wyoming,43.07597,-107.290283,Industrial,Coal,2016,3.037
Wyoming,43.07597,-107.290283,Industrial,Coal,2017,2.982
Wyoming,43.07597,-107.290283,Industrial,Coal,2018,2.966
Wyoming,43.07597,-107.290283,Industrial,Petroleum Products,1980,5.382
Wyoming,43.07597,-107.290283,Industrial,Petroleum Products,1981,4.545
Wyoming,43.07597,-107.290283,Industrial,Petroleum Products,1982,4.16
Wyoming,43.07597,-107.290283,Industrial,Petroleum Products,1983,2.678
Wyoming,43.07597,-107.290283,Industrial,Petroleum Products,1984,2.375
Wyoming,43.07597,-107.290283,Industrial,Petroleum Products,1985,2.218
Wyoming,43.07597,-107.290283,Industrial,Petroleum Products,1986,2.1
Wyoming,43.07597,-107.290283,Industrial,Petroleum Products,1987,2.239
Wyoming,43.07597,-107.290283,Industrial,Petroleum Products,1988,2.293
Wyoming,43.07597,-107.290283,Industrial,Petroleum Products,1989,2.495
Wyoming,43.07597,-107.290283,Industrial,Petroleum Products,1990,2.293
Wyoming,43.07597,-107.290283,Industrial,Petroleum Products,1991,1.851
Wyoming,43.07597,-107.290283,Industrial,Petroleum Products,1992,2.046
Wyoming,43.07597,-107.290283,Industrial,Petroleum Products,1993,2.159
Wyoming,43.07597,-107.290283,Industrial,Petroleum Products,1994,2.163
Wyoming,43.07597,-107.290283,Industrial,Petroleum Products,1995,1.983
Wyoming,43.07597,-107.290283,Industrial,Petroleum Products,1996,2.252
Wyoming,43.07597,-107.290283,Industrial,Petroleum Products,1997,2.277
Wyoming,43.07597,-107.290283,Industrial,Petroleum Products,1998,2.053
Wyoming,43.07597,-107.290283,Industrial,Petroleum Products,1999,2.222
Wyoming,43.07597,-107.290283,Industrial,Petroleum Products,2000,2.36
Wyoming,43.07597,-107.290283,Industrial,Petroleum Products,2001,3.059
Wyoming,43.07597,-107.290283,Industrial,Petroleum Products,2002,2.993
Wyoming,43.07597,-107.290283,Industrial,Petroleum Products,2003,2.758
Wyoming,43.07597,-107.290283,Industrial,Petroleum Products,2004,2.729
Wyoming,43.07597,-107.290283,Industrial,Petroleum Products,2005,2.719
Wyoming,43.07597,-107.290283,Industrial,Petroleum Products,2006,3.482
Wyoming,43.07597,-107.290283,Industrial,Petroleum Products,2007,3.266
Wyoming,43.07597,-107.290283,Industrial,Petroleum Products,2008,3.507
Wyoming,43.07597,-107.290283,Industrial,Petroleum Products,2009,3.236
Wyoming,43.07597,-107.290283,Industrial,Petroleum Products,2010,3.393
Wyoming,43.07597,-107.290283,Industrial,Petroleum Products,2011,3.758
Wyoming,43.07597,-107.290283,Industrial,Petroleum Products,2012,3.719
Wyoming,43.07597,-107.290283,Industrial,Petroleum Products,2013,3.324
Wyoming,43.07597,-107.290283,Industrial,Petroleum Products,2014,3.71
Wyoming,43.07597,-107.290283,Industrial,Petroleum Products,2015,3.228
Wyoming,43.07597,-107.290283,Industrial,Petroleum Products,2016,2.932
Wyoming,43.07597,-107.290283,Industrial,Petroleum Products,2017,3.06
Wyoming,43.07597,-107.290283,Industrial,Petroleum Products,2018,3.419
Wyoming,43.07597,-107.290283,Industrial,Natural Gas,1980,2.711
Wyoming,43.07597,-107.290283,Industrial,Natural Gas,1981,2.767
Wyoming,43.07597,-107.290283,Industrial,Natural Gas,1982,3.125
Wyoming,43.07597,-107.290283,Industrial,Natural Gas,1983,2.941
Wyoming,43.07597,-107.290283,Industrial,Natural Gas,1984,3.18
Wyoming,43.07597,-107.290283,Industrial,Natural Gas,1985,2.987
Wyoming,43.07597,-107.290283,Industrial,Natural Gas,1986,2.731
Wyoming,43.07597,-107.290283,Industrial,Natural Gas,1987,3.169
Wyoming,43.07597,-107.290283,Industrial,Natural Gas,1988,3.138
Wyoming,43.07597,-107.290283,Industrial,Natural Gas,1989,3.167
Wyoming,43.07597,-107.290283,Industrial,Natural Gas,1990,3.915
Wyoming,43.07597,-107.290283,Industrial,Natural Gas,1991,3.842
Wyoming,43.07597,-107.290283,Industrial,Natural Gas,1992,5.425
Wyoming,43.07597,-107.290283,Industrial,Natural Gas,1993,4.194
Wyoming,43.07597,-107.290283,Industrial,Natural Gas,1994,4.436
Wyoming,43.07597,-107.290283,Industrial,Natural Gas,1995,3.853
Wyoming,43.07597,-107.290283,Industrial,Natural Gas,1996,3.936
Wyoming,43.07597,-107.290283,Industrial,Natural Gas,1997,3.779
Wyoming,43.07597,-107.290283,Industrial,Natural Gas,1998,4.204
Wyoming,43.07597,-107.290283,Industrial,Natural Gas,1999,3.394
Wyoming,43.07597,-107.290283,Industrial,Natural Gas,2000,3.522
Wyoming,43.07597,-107.290283,Industrial,Natural Gas,2001,3.482
Wyoming,43.07597,-107.290283,Industrial,Natural Gas,2002,4.002
Wyoming,43.07597,-107.290283,Industrial,Natural Gas,2003,4.243
Wyoming,43.07597,-107.290283,Industrial,Natural Gas,2004,3.992
Wyoming,43.07597,-107.290283,Industrial,Natural Gas,2005,4.023
Wyoming,43.07597,-107.290283,Industrial,Natural Gas,2006,4.012
Wyoming,43.07597,-107.290283,Industrial,Natural Gas,2007,5.634
Wyoming,43.07597,-107.290283,Industrial,Natural Gas,2008,5.529
Wyoming,43.07597,-107.290283,Industrial,Natural Gas,2009,5.43
Wyoming,43.07597,-107.290283,Industrial,Natural Gas,2010,5.724
Wyoming,43.07597,-107.290283,Industrial,Natural Gas,2011,6.209
Wyoming,43.07597,-107.290283,Industrial,Natural Gas,2012,6.265
Wyoming,43.07597,-107.290283,Industrial,Natural Gas,2013,5.99
Wyoming,43.07597,-107.290283,Industrial,Natural Gas,2014,5.25
Wyoming,43.07597,-107.290283,Industrial,Natural Gas,2015,4.532
Wyoming,43.07597,-107.290283,Industrial,Natural Gas,2016,4.778
Wyoming,43.07597,-107.290283,Industrial,Natural Gas,2017,6.072
Wyoming,43.07597,-107.290283,Industrial,Natural Gas,2018,6.838
Wyoming,43.07597,-107.290283,Transportation,Coal,1980,0
Wyoming,43.07597,-107.290283,Transportation,Coal,1981,0
Wyoming,43.07597,-107.290283,Transportation,Coal,1982,0
Wyoming,43.07597,-107.290283,Transportation,Coal,1983,0
Wyoming,43.07597,-107.290283,Transportation,Coal,1984,0
Wyoming,43.07597,-107.290283,Transportation,Coal,1985,0
Wyoming,43.07597,-107.290283,Transportation,Coal,1986,0
Wyoming,43.07597,-107.290283,Transportation,Coal,1987,0
Wyoming,43.07597,-107.290283,Transportation,Coal,1988,0
Wyoming,43.07597,-107.290283,Transportation,Coal,1989,0
Wyoming,43.07597,-107.290283,Transportation,Coal,1990,0
Wyoming,43.07597,-107.290283,Transportation,Coal,1991,0
Wyoming,43.07597,-107.290283,Transportation,Coal,1992,0
Wyoming,43.07597,-107.290283,Transportation,Coal,1993,0
Wyoming,43.07597,-107.290283,Transportation,Coal,1994,0
Wyoming,43.07597,-107.290283,Transportation,Coal,1995,0
Wyoming,43.07597,-107.290283,Transportation,Coal,1996,0
Wyoming,43.07597,-107.290283,Transportation,Coal,1997,0
Wyoming,43.07597,-107.290283,Transportation,Coal,1998,0
Wyoming,43.07597,-107.290283,Transportation,Coal,1999,0
Wyoming,43.07597,-107.290283,Transportation,Coal,2000,0
Wyoming,43.07597,-107.290283,Transportation,Coal,2001,0
Wyoming,43.07597,-107.290283,Transportation,Coal,2002,0
Wyoming,43.07597,-107.290283,Transportation,Coal,2003,0
Wyoming,43.07597,-107.290283,Transportation,Coal,2004,0
Wyoming,43.07597,-107.290283,Transportation,Coal,2005,0
Wyoming,43.07597,-107.290283,Transportation,Coal,2006,0
Wyoming,43.07597,-107.290283,Transportation,Coal,2007,0
Wyoming,43.07597,-107.290283,Transportation,Coal,2008,0
Wyoming,43.07597,-107.290283,Transportation,Coal,2009,0
Wyoming,43.07597,-107.290283,Transportation,Coal,2010,0
Wyoming,43.07597,-107.290283,Transportation,Coal,2011,0
Wyoming,43.07597,-107.290283,Transportation,Coal,2012,0
Wyoming,43.07597,-107.290283,Transportation,Coal,2013,0
Wyoming,43.07597,-107.290283,Transportation,Coal,2014,0
Wyoming,43.07597,-107.290283,Transportation,Coal,2015,0
Wyoming,43.07597,-107.290283,Transportation,Coal,2016,0
Wyoming,43.07597,-107.290283,Transportation,Coal,2017,0
Wyoming,43.07597,-107.290283,Transportation,Coal,2018,0
Wyoming,43.07597,-107.290283,Transportation,Petroleum Products,1980,5.892
Wyoming,43.07597,-107.290283,Transportation,Petroleum Products,1981,5.877
Wyoming,43.07597,-107.290283,Transportation,Petroleum Products,1982,5.206
Wyoming,43.07597,-107.290283,Transportation,Petroleum Products,1983,4.38
Wyoming,43.07597,-107.290283,Transportation,Petroleum Products,1984,4.478
Wyoming,43.07597,-107.290283,Transportation,Petroleum Products,1985,4.537
Wyoming,43.07597,-107.290283,Transportation,Petroleum Products,1986,4.17
Wyoming,43.07597,-107.290283,Transportation,Petroleum Products,1987,5.083
Wyoming,43.07597,-107.290283,Transportation,Petroleum Products,1988,5.563
Wyoming,43.07597,-107.290283,Transportation,Petroleum Products,1989,5.653
Wyoming,43.07597,-107.290283,Transportation,Petroleum Products,1990,5.421
Wyoming,43.07597,-107.290283,Transportation,Petroleum Products,1991,4.813
Wyoming,43.07597,-107.290283,Transportation,Petroleum Products,1992,5.081
